"Name","m/z","RT [min]","HMDB","KEGG","Super_Class","Class","Sub_Class","log2FC_Processing_1","log2FC_Processing_2","log2FC_Processing_3","log2FC_Processing_4","PC1","PC2","Strength_PC1_PC2","Rank_Strength"
"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide",334.31067,7.777,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.00796254486965118,0.0293627390842362,0.0304232241442313,1063
"Rhizopogone",409.24362,9.009,"","","Unknown","","",NA,NA,NA,NA,-0.0099064642917433,-0.0287093921165441,0.0303704993450069,1064
"Flemiphilippinin B",449.19708,8.235,"","","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans",NA,NA,NA,NA,-0.0197662507440201,0.0230445601243528,0.0303604416931043,1065
"pentanamide",102.09164,0.664,"HMDB0256275","C01842","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.012377294436008,-0.0277031683446366,0.0303424282793402,1066
"N-P-Coumaroyl Serotonin",321.12448,4.249,"HMDB0255027","","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives",NA,NA,NA,NA,-0.0285606760816966,-0.0102195934357523,0.030334012399214,1067
"Desoxy-galiellalactone",179.10677,6.17,"","","Organoheterocyclic compounds","Lactones","Gamma butyrolactones",NA,NA,NA,NA,0.0303134199908908,0.00110253925020151,0.0303334637709308,1068
"Laingolide A",338.26544,6.519,"","","Unknown","","",NA,NA,NA,NA,-0.018208743705326,0.0242329995883227,0.0303116580934448,1069
"(1s,4ar)-1,4a-dimethyl-2,3,4,5,6,7-hexahydro-1h-naphthalene",165.16376,8.227,"","","Hydrocarbons","Polycyclic hydrocarbons","",NA,NA,NA,NA,-0.0193223956607328,-0.0233535714100858,0.030310794639466,1070
"Olean-12-en-28-oic acid, 3-hydroxy-, (3beta,5xi,9xi,18xi)-",439.35706,8.706,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,0.0113438592066329,-0.0281066914035589,0.0303095569640139,1071
"7Z-Tricosen-11-one",337.32861,8.398,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0289135449280551,0.00907589911133156,0.0303045380262714,1072
"methyl 2-[(2r,6r)-6-tridecyloxan-2-yl]acetate",341.30502,8.145,"","","Organoheterocyclic compounds","Oxanes","",NA,NA,NA,NA,-0.0262312035424958,0.0151448122275159,0.0302892947539978,1073
"(+)-Isojuvabiol",269.21146,6.325,"","","Unknown","","",NA,NA,NA,NA,-0.0149730889754911,0.0263132460530909,0.0302750773957471,1074
"(1s,4ar,5s,8ar)-5-(2-carboxyethyl)-1,4a-dimethyl-6-methylidene-hexahydro-2h-naphthalene-1-carboxylic acid",293.17624,6.692,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0207595525772324,0.0220335221394212,0.0302726794498809,1075
"Guanahanolide A",577.39172,8.491,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,0.00392614292077576,-0.030005350588107,0.0302611246015341,1076
"Bicolosin C",421.20203,7.611,"","","Phenylpropanoids and polyketides","Isoflavonoids","Furanoisoflavonoids",NA,NA,NA,NA,-0.0301645058114725,-0.00240063642672166,0.030259882123096,1077
"(2S,2's,3R)-2'-(3,4-Dihydroxyphenyl)-5,5',7,7'-Tetrahydroxy-2-(4-Hydroxyphenyl)-3,8'-Bichroman-4,4'-Dione",559.13007,9.317,"","","Phenylpropanoids and polyketides","Flavonoids","Biflavonoids and polyflavonoids",NA,NA,NA,NA,0.00226627725225599,-0.0301698834158679,0.0302548818855925,1078
"PG(19:1(9Z)/0:0)",523.31116,7.376,"","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols",NA,NA,NA,NA,-0.0153671497916903,0.026057021133036,0.0302509114416034,1079
"Traumatic acid",227.12901,5.867,"HMDB0000933","C16308","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.00587544572724134,0.0296546192344624,0.0302310652216343,1080
"N-(3,4-Dihydroxybenzoyl)tyramine",272.09238,7.086,"","","Alkaloids and derivatives","Amaryllidaceae alkaloids","Norbelladine-type amaryllidaceae alkaloids",NA,NA,NA,NA,0.0290600001286468,0.00831891544114008,0.0302272718185712,1081
"METHYL GALACTOSIDE",217.06989,9.229,"HMDB0246173","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,0.00177257540479951,-0.0301721999933756,0.0302242233317244,1082
"Myristamide",228.23241,8.046,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0236285351813222,0.0188089926348836,0.0302007595724692,1083
"3-HYDROXYBUTANOIC ACID",103.04003,0.72,"HMDB0000011","C01089","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives",NA,NA,NA,NA,-0.0133069342077147,0.0271032409951148,0.0301937107763805,1084
"auricularine",495.34326,8.9,"","C09043","Organoheterocyclic compounds","Indoles and derivatives","Pyrroloindoles",NA,NA,NA,NA,-0.0104656638117504,0.0283033105963014,0.0301762739537421,1085
"n-(2-methylpropyl)dec-2-enimidic acid",226.21672,7.595,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0254241034994184,-0.0161528582603842,0.0301214187701907,1086
"n-(2-methylbutyl)deca-2,4-dienimidic acid",238.21657,7.42,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0292463420279263,-0.00710328823174654,0.0300965982416239,1087
"4-Methoxyphenylacetic Acid",165.05585,4.142,"HMDB0002072","","Benzenoids","Phenol ethers","Anisoles",NA,NA,NA,NA,-0.0164129457046489,0.0252101576170595,0.030082168036575,1088
"2-hydroxy-9Z,12Z-Octadecadienoic acid",295.22672,7.156,"","","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",NA,NA,NA,NA,-0.016888189398934,0.0248838363447135,0.0300735141346127,1089
"6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole",415.21088,7.051,"","","Lignans, neolignans and related compounds","Dibenzylbutane lignans","",NA,NA,NA,NA,-0.0102356038340988,0.0282701870962946,0.0300661115594971,1090
"Xylodonin C",367.19113,7.316,"","","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters",NA,NA,NA,NA,0.0192883399457655,0.0230401869044987,0.0300481325619022,1091
"17-Octadecenal",267.26822,8.149,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty aldehydes",NA,NA,NA,NA,0.0300075002889305,-0.00146949154895427,0.0300434598374191,1092
"Hexadecanoic acid 2-phenylethylamide",360.32581,8.593,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0062695138079865,0.0293659048310846,0.0300277067045896,1093
"N-(2'-(4-benzenesulfonamide)-ethyl) arachidonoyl amine",485.28214,6.667,"","","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides",NA,NA,NA,NA,0.026283050255057,0.0145080112755247,0.0300213444382593,1094
"26-Hexacosanolide",395.38138,8.978,"","","Phenylpropanoids and polyketides","Macrolides and analogues","",NA,NA,NA,NA,-0.0150746739562869,-0.0259317920543384,0.0299950601605965,1095
"Erucic acid",339.34534,9.003,"HMDB0002068","C08316","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.019342736471224,0.022850828770017,0.0299383003804801,1096
"argimycin pvi",174.1279,9.11,"","","Organoheterocyclic compounds","Pyridines and derivatives","Hydropyridines",NA,NA,NA,NA,0.00554625727462008,0.0294132717544756,0.0299316141405523,1097
"(3as,3br,5ar,7s,9as,9bs,11ar)-3a,7-dihydroxy-9a,11a-dimethyl-1-(5-oxo-2h-furan-3-yl)-3h,3bh,4h,5h,5ah,6h,7h,9h,9bh,11h-cyclopenta[a]phenanthrene-8,10-dione",399.18399,8.403,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones",NA,NA,NA,NA,-0.0241280195733794,-0.017698927478204,0.0299234583965841,1098
"2-[2-(4-hydroxyphenyl)ethenyl]-6-methoxybenzoic acid",269.08124,5.515,"","","Phenylpropanoids and polyketides","Stilbenes","",NA,NA,NA,NA,0.027521955431455,-0.0116981726011241,0.0299049372675598,1099
"Exodeconolide F",453.26733,8.664,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones",NA,NA,NA,NA,0.00132380164525704,0.0298445924193536,0.0298739375957258,1100
"Icariside F2",403.16238,5.382,"","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,0.0111361788356622,-0.0276881936321181,0.0298437689588549,1101
"13,16-Epoxy-7,12-dihydroxy-9Z-octadecenoic acid",327.21805,6.408,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.028474741421081,-0.0089124703504196,0.0298369406398266,1102
"Chrodrimanin K",463.17325,6.428,"","","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",NA,NA,NA,NA,-0.0269787931611791,-0.0127379296242702,0.0298347135321682,1103
"9-methoxy-pentadecanoic acid",271.22787,7.237,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0293823131691262,0.00514783442950204,0.0298298596457002,1104
"3-(3,4,5-trimethoxyphenyl)propane-1,2-diol",241.11946,3.99,"","","Benzenoids","Phenol ethers","Anisoles",NA,NA,NA,NA,0.00874633925078148,-0.0285096762756416,0.0298211349822846,1105
"Di-n-butyl phthalate",277.14404,7.203,"HMDB0033244","C14214","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,0.029046917127572,0.00670673736014166,0.0298111341722176,1106
"(4as,4br,5r,7s,8r,10ar)-7-[(1s)-1,2-dihydroxyethyl]-5,8-dihydroxy-1,1,4a,7-tetramethyl-3,4,4b,5,6,8,10,10a-octahydrophenanthren-2-one",351.22043,8.953,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,0.0297699457702912,0.00114632180523027,0.0297920077344113,1107
"PG 34:1",747.51544,8.67,"HMDB0010573","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols",NA,NA,NA,NA,0.0080388118555774,0.0286602890545579,0.0297663344189402,1108
"()-4-deoxy-8S-hydroxyphomapyrone C",183.10144,3.639,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,0.0127953480604704,-0.0268649135908838,0.0297564197146471,1109
"5',6'-dimethylspiro[indole-3,2'-[1,5]oxazinan]-2-ol",233.132,7.211,"","","Organoheterocyclic compounds","Indoles and derivatives","Indolines",NA,NA,NA,NA,-0.0285754412696071,0.00826138393346501,0.0297456939446515,1110
"10-(2h-1,3-benzodioxol-5-yl)-2-methoxy-4,6,13-trioxatetracyclo[7.7.0.0,.0,]hexadeca-1,3(7),8-trien-12-one",383.11536,4.638,"","","Unknown","","",NA,NA,NA,NA,0.0246230939480249,0.0166767780886977,0.0297390598875103,1111
"14Z-hexadecenoic acid",255.23172,7.706,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0129993802183428,-0.0267328382771527,0.0297258898674783,1112
"Gomisin D",553.20544,6.518,"HMDB0252911","C17816","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins",NA,NA,NA,NA,-0.00150392945260826,0.0296834331074953,0.0297215074457129,1113
"Paniculadine",326.17416,4.268,"","","Unknown","","",NA,NA,NA,NA,0.016738458601654,0.0245249114257406,0.0296925458120335,1114
"Strobamine",270.1467,5.727,"","C10867","Organoheterocyclic compounds","Pyrans","Pyranones and derivatives",NA,NA,NA,NA,-0.0291825050807516,-0.00542556837425232,0.029682577296653,1115
"Sclerotiotide C",445.2746,8.372,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,0.0279751311080574,0.00988570828195092,0.0296704430157157,1116
"2-[Ethyl(2-Hydroxyethyl)Amino]Ethanol",134.11723,0.581,"","","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.0136546337607838,-0.0263050916595043,0.0296379295895658,1117
"11-methylidenetricyclo[5.3.1.1,]dodecane",177.16383,7.706,"","","Unknown","","",NA,NA,NA,NA,-0.0125881596829888,0.0268002048412727,0.0296093354153484,1118
"12,13-Dimethyl-5,14-dioxabicyclo[9.2.1]-tetradeca-1(13),11-dien-4-one",237.18481,4.823,"","","Organoheterocyclic compounds","Heteroaromatic compounds","",NA,NA,NA,NA,-0.0202436115833644,-0.0215827325243795,0.0295908457661662,1119
"3-[3-(3,7-dimethylocta-2,6-dien-1-yl)-4-hydroxyphenyl]prop-2-enoic acid",299.16446,6.988,"","","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,NA,NA,NA,0.0287989550730668,0.00678982372531607,0.0295885369614888,1120
"(4r)-4-hydroxy-5,5-dimethyloxolan-2-one",129.05586,3.733,"","","Organoheterocyclic compounds","Lactones","Gamma butyrolactones",NA,NA,NA,NA,-0.0173556293361357,0.0239617946153515,0.0295869138444959,1121
"FAHFA 14:0/13O(FA 18:0)",509.45819,8.029,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0112340911601129,-0.0273458845158545,0.0295635282763776,1122
"3-hydroxy-16,17-dimethoxytricyclo[12.3.1.1,]nonadeca-1(17),2(19),3,5,14(18),15-hexaen-9-one",339.12646,8.076,"","","Unknown","","",NA,NA,NA,NA,-0.0259550557936987,0.0140756007862445,0.0295260471236456,1123
"2-methyl-2-[(2s,3r,4r,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]propanenitrile",232.11189,4.773,"","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,-0.0294943713919719,0.00113318472775303,0.0295161320540951,1124
"Dehydrolindestrenolide",227.10329,3.271,"","","Organoheterocyclic compounds","Naphthofurans","",NA,NA,NA,NA,-0.0134521086538765,-0.0262293170736594,0.0294777255124316,1125
"2,5-Dideoxy-2,5-Imino-D-Fucitol",148.09683,0.352,"","","Organoheterocyclic compounds","Pyrrolidines","",NA,NA,NA,NA,0.0144388469490833,-0.0256876822058249,0.0294675638342654,1126
"Cyathinin D",479.26843,8.448,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,-0.00702848509718747,0.0285925911699289,0.0294437747677176,1127
"22-Acetoxy-15-deoxo-eucosterol",515.3374,8.011,"","","Unknown","","",NA,NA,NA,NA,0.0291054500689907,-0.0043716006712121,0.0294319234190878,1128
"Gymnomitra-3(15),4-diene",203.17949,6.452,"","","Hydrocarbons","Unsaturated hydrocarbons","Branched unsaturated hydrocarbons",NA,NA,NA,NA,-0.0222973690233,0.0191545288051334,0.0293950444651459,1129
"1-(pyrrolidin-2-yl)propan-2-ol",130.12257,0.686,"","","Organoheterocyclic compounds","Pyrrolidines","",NA,NA,NA,NA,0.00527160674091977,0.0288998244833912,0.0293766862120582,1130
"4,8-Dimethoxy-3-Methylnaphthalen-1-Ol",219.10155,6.052,"","","Benzenoids","Naphthalenes","Naphthols and derivatives",NA,NA,NA,NA,-0.0243337861281676,0.0164413965777396,0.0293675444795425,1131
"Anhalamine",210.10954,4.383,"","C12231","Organoheterocyclic compounds","Tetrahydroisoquinolines","",NA,NA,NA,NA,0.00994035056472781,0.0276320611500428,0.0293656495373317,1132
"Anandamide (18:4",320.25601,7.627,"","","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.0293184516066364,-0.00010323783091386,0.0293186333695896,1133
"(3s,4ar,6ar,6bs,8ar,12ar,14ar,14br)-4,4,6a,6b,11,11,14b-heptamethyl-2,3,4a,5,6,7,8,8a,9,10,12,12a,14,14a-tetradecahydro-1h-picen-3-ol",413.3764,8.558,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,0.0292116633432342,0.00235721783247135,0.029306616167483,1134
"methyl (1r,4s,6r,8r,9s)-6-(furan-3-yl)-16-methylidene-2-oxo-3,5-dioxatetracyclo[6.5.3.0,.0,]hexadec-12-ene-13-carboxylate",369.13739,7.948,"","","Unknown","","",NA,NA,NA,NA,0.0282876355107371,-0.00760590457168857,0.0292923216413781,1135
"Cispentacin",130.08612,0.293,"HMDB0242326","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,0.0214572735114638,0.0199073902714194,0.0292697586933061,1136
"Neodolastane",387.19156,8.102,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,-0.0291980723255884,0.00189250696548831,0.0292593405623693,1137
"(1S,6R,9S,10R)-10-hydroxy-2,2,6-trimethyl-7,8-dioxatricyclo[7.3.1.01,6]tridecan-5-one",253.14423,5.324,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,-0.00951236788900393,-0.0276612110641065,0.0292511151990621,1138
"Hypostrepsilic acid",271.06467,7.087,"","","Organoheterocyclic compounds","Benzofurans","Dibenzofurans",NA,NA,NA,NA,-0.0114844231265563,0.0268725896472802,0.029223758295279,1139
"7-hydroxy-10-methoxy-3-methyl-3h-benzo[f]chromene-8-carboxylic acid",285.07703,5.32,"","","Organoheterocyclic compounds","Naphthopyrans","",NA,NA,NA,NA,0.0288404245858207,-0.00471108558111613,0.0292226695844683,1140
"Diphenylamine",170.09627,6.941,"HMDB0032562","C11016","Benzenoids","Benzene and substituted derivatives","Aniline and substituted anilines",NA,NA,NA,NA,-0.0166262946938717,0.0240245138434437,0.0292166209658353,1141
"Cleroindicin D",173.07823,1.259,"","","Unknown","","",NA,NA,NA,NA,0.00686315093399973,0.0283938122535583,0.029211494570343,1142
"(2r)-1-[(2s,6r)-6-[(2s)-2-hydroxypentyl]-1-methylpiperidin-2-yl]pentan-2-ol",272.25815,6.506,"","","Organoheterocyclic compounds","Piperidines","",NA,NA,NA,NA,0.00873601794504961,0.0278306077405108,0.0291695172524745,1143
"PA(16:1(9Z)/18:4(6Z,9Z,12Z,15Z))",665.41565,8.895,"HMDB0114859","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,NA,NA,NA,0.0290759324436504,0.00231636680051143,0.0291680544881251,1144
"PG(20:1(11Z)/0:0)",537.34833,7.852,"","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols",NA,NA,NA,NA,-0.0147265488167616,0.0251137051348212,0.0291130456265092,1145
"7-phenyl-3H-benzo[de]isochromen-1-one",259.07623,7.084,"","","Benzenoids","Naphthalenes","",NA,NA,NA,NA,-0.0282600995532259,-0.00697932838203532,0.029109178130317,1146
"13-hydroxyhexadeca-9,11-dienoic acid",269.21136,5.996,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0004524054822178,0.0291012795105461,0.0291047958225319,1147
"Napyradiomycin 1",457.13754,8.257,"","","Organoheterocyclic compounds","Naphthopyrans","Naphthopyranones",NA,NA,NA,NA,-0.00182222771820401,0.0290469995566082,0.0291041010357405,1148
"(-)-2'beta-{(E)-3-Hydroxy-3-methylbut-1-enyl}-2'-deoxybruceol",395.17401,8.448,"","","Unknown","","",NA,NA,NA,NA,0.0236664743618164,0.016881701717517,0.029070498131228,1149
"Cycloethuliacoumarin",339.12622,8.346,"","","Unknown","","",NA,NA,NA,NA,0.00708769464417225,0.0281757991499987,0.0290535896768385,1150
"Benzyl Ferulate",283.09686,5.651,"","","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,NA,NA,NA,0.0270083468906526,0.0106966839926643,0.0290494380359542,1151
"Brevione I",437.23544,8.665,"","","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",NA,NA,NA,NA,-0.00360647031660029,0.0288027819584282,0.0290276915494373,1152
"PC(20:2(11Z,14Z)/16:0)",786.60095,7.72,"HMDB0008331","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,NA,NA,NA,-0.00805283672587098,0.0278812373299257,0.0290208816954479,1153
"3-ketosphingosine",298.27405,8.272,"HMDB0245914","C06121","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,-0.0288802150377868,-0.00254703213286396,0.0289923126589558,1154
"1,5-dihydroxy-7,7,10a-trimethyl-3,5'-bis(propan-2-yl)-5,6,6a,7,8,9,10,10a-octahydro-2H-spiro[acephenanthrylene-4,2'-bicyclo[3.1.0]hexan]-2-one",451.31778,9.148,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,-0.0174637043639356,0.023113401371945,0.0289691265503738,1155
"11-Hydroxy-4,5-dioxododecanoic acid",243.12413,4.337,"","","Organoheterocyclic compounds","Lactones","",NA,NA,NA,NA,0.00156227754234611,-0.028916970930219,0.0289591422334718,1156
"2,4-dichlorobenzoic acid",188.94887,0.954,"","C06670","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,-0.00432526130635056,0.0286300544128938,0.0289549287868832,1157
"(6aR,11aS)-(3,4:8,9)-Bis(methylenedioxy)pterocarpan",313.07095,5.879,"","","Phenylpropanoids and polyketides","Isoflavonoids","Furanoisoflavonoids",NA,NA,NA,NA,-0.0253336179951879,-0.0140188715934024,0.028953772836686,1158
"2-pyridin-3-yl-thiazolidine-4-carboxylic acid",211.04407,3.72,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,-0.0118652789306974,0.0263138705076605,0.0288652840830846,1159
