Name,m/z,RT [min],HMDB,KEGG,Super_Class,Class,Sub_Class,log2FC_Processing_1,log2FC_Processing_2,log2FC_Processing_3,log2FC_Processing_4,YS0_F-1,YS0_F-2,YS0_F-3,YS25_F-1,YS25_F-2,YS25_F-3,YS50_F-1,YS50_F-2,YS50_F-3,YS75_F-1,YS75_F-2,YS75_F-3,YS100_F-1,YS100_F-2,YS100_F-3
4-(Ethoxymethyl)-2-methyl-1H-indole,190.12621,5.516,,,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,,,,,521893.8650826916,451674.2277461229,587672.4422711853,2508507.6818195805,2873798.7432711385,2757861.0879092803,1007017.9186782151,1098700.470763972,1138582.6895578129,904333.4712494119,916797.5137193045,959108.3848312836,582781.7915906422,642559.7072596587,622867.7637496991
"(1s,2s,8r)-2-methyl-7-methylidenetricyclo[6.2.1.0,]undecan-6-one",191.14275,7.29,,,,,,,,,,1157167.1233318432,1322706.5361863633,1286721.8304817947,1241240.6742104236,1146809.4413000701,1160732.609489506,1107939.8242502671,1128702.3927161084,1054605.2050336243,1263655.0241380313,1117088.2331213974,1303737.8047405716,1109194.55261029,1200120.6206622587,1367033.815727451
Dehydro-beta-ionone,191.14279,9.158,HMDB0059904,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,3343751.7264057337,3258849.331204276,2909931.2903899904,6178785.177606768,5853671.46141191,6341399.799981323,3143813.6806746577,2672423.9989039805,2874302.5734213623,5156405.796134331,3755765.276254303,4046134.9146113633,2929065.515648219,3033884.0599732776,3193176.0283785034
"5,9,9-trimethyl-2-methylidenebicyclo[6.2.0]dec-4-ene",191.17934,6.724,,,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,,,,,1391597.5487834164,1420034.0691668503,1600560.1970497335,1679487.8587228267,2002843.387766672,2014092.9125105015,1434281.82084942,1249101.6744922255,1388017.241658354,1453017.411849045,1186782.604990066,1197966.4351608884,1630561.9001132622,1696598.3434418496,1893988.9424448877
"(4ar,8ar)-1-methylidene-7-(propan-2-ylidene)-octahydronaphthalene",191.17938,8.92,,,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,,,,,2326270.318910834,2086747.3434827123,2235554.5666064536,2766011.649512619,3293879.608600666,3223492.755886715,7598140.782295359,5105087.765183771,6422270.166520868,2909369.1765928455,2567928.5414556186,3227574.116951536,1815971.8226933733,2085619.5471552755,2234839.7861513514
DEET,192.13811,5.987,HMDB0250930,C10935,Benzenoids,Benzene and substituted derivatives,Toluenes,,,,,1330172.8383018638,1368793.4506194675,1338858.1060786685,1666280.1999513453,1664460.8796867575,1537401.4483618974,2955085.292064688,2390957.0702397176,2741210.6016955944,2536662.1596998964,2283379.8206700073,2347607.033630095,2583951.910350719,2594964.1521678003,2605876.3974814806
rupestine L,192.1382,0.868,,,Organoheterocyclic compounds,Pyridines and derivatives,Methylpyridines,,,,,1546971.9980169283,1880741.5454328822,1690692.1495501895,1727843.1916106278,1744031.9232740595,1855784.4031153128,2021630.7465662516,1700483.066575554,1609442.2878581947,1653924.26281711,1879905.3749652547,1682454.3102176355,1690750.3519287682,1698767.4642668196,1987711.9648044114
HIAA,192.1597,0.687,,,,,,,,,,1718634.6874658335,1809456.492053745,1762662.4044804212,3606191.2562706852,4047811.673111866,4120966.8126174477,4573382.261128756,3398232.776184947,4280646.334686297,4371286.467817514,3282836.4284115853,3958014.324770901,3422080.1938107572,3103169.9449370783,3449059.633252165
Scopoletin,193.04927,4.503,HMDB0034344,C01752,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,,,,,9513631.155224768,8891171.370956339,10523309.278818892,164712.41342355564,159878.43243398322,168406.51494246116,323001.8514650471,279134.5605516095,261819.90858334338,19275.481280687753,14454.361211732732,16632.57581757952,108794.08482836693,122426.88646407436,118877.3079075587
(2-isopropyl-5-methylphenyl)acetic acid,193.12158,6.957,,,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,,,,,400158.77684693795,469030.3987072063,404346.98554585583,2985447.2173427353,3348597.5811436395,3682101.095513625,185930.05436951318,175983.45052243647,183440.82340805035,143174.07036241528,119288.85823087682,131895.3025067079,107228.1169643142,90928.04025034573,114494.6174853401
Norpechuelone,193.12181,6.287,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,864965.4887845907,885045.7941260319,1010929.2980893771,2422606.935146796,2515368.169797315,2440510.42305589,74838.21659354355,62065.00987484306,71114.87300161339,93777.30015854072,86361.68268163886,95753.99869982043,87928.16270030725,82054.90206548246,86593.94211421031
"3-(2,5,6,6-tetramethylcyclohex-2-en-1-yl)prop-2-enal",193.15881,8.385,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,13662349.113596324,14288542.780267026,13701034.09613665,9655433.054204464,8471557.244139679,8945783.377655864,338978.55667066213,225802.46990590994,253569.71042342795,10799604.451018995,10031039.629373282,12541099.50960772,9895248.399564289,9697427.687061451,8086836.867374259
7-phenylheptan-3-ol,193.15884,5.965,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,,,,,2485344.9294468258,2650995.775237846,2812830.578315327,3838459.339473371,3435449.5135179553,4602503.117008676,2530752.8105771183,2169417.8296041177,2801474.826818764,3810882.2142092506,3628577.7291743387,3761640.599616409,2759309.3862825246,1909419.802043576,2335787.8866739
N-[2-(4-Hydroxyphenyl)-2-Oxoethyl]Acetamide,194.08128,4.386,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,60723.36419322219,69794.67546878749,78369.20504799028,39405.32554030426,35799.95849754802,40372.90595214773,81047.78153284923,68991.34117374815,72393.2336334026,59618.92311561331,57965.16607740261,51140.762286984085,137140.83353851168,164069.01253368042,135997.78132780787
"2-cyclopropyl-3-methyl-6,7,8,8a-tetrahydropyrrolo[2,1-b][1,3]oxazin-4-one",194.11452,4.27,,,Organoheterocyclic compounds,Pyrrolidines,,,,,,19945045.256781444,17437442.7342701,15696835.948948458,30150043.25576651,31738203.07034144,37816351.04389205,24077096.122164708,21293320.67974237,26284923.428092916,29203619.100954946,26089956.862170503,25194378.366874542,19077995.313966043,19665934.133248758,18560938.0827852
"7-Methoxy-2-Methyl-3,4-Dihydro-1H-Isoquinolin-6-Ol",194.11536,0.55,,,Organoheterocyclic compounds,Tetrahydroisoquinolines,,,,,,5363034.517944885,4700937.560268744,6106848.892786369,5072097.74838416,5129496.14200267,5545674.89161317,5206261.229857775,4927929.22453493,5267593.164607292,5400556.301087552,5437074.860503941,5785620.022408508,5384623.758245443,4701362.203890372,6302447.085864184
"6,7-dihydroxy-1,1-dimethyl-1,2,3,4-tetrahydroisoquinoline",194.11722,5.814,,,Organoheterocyclic compounds,Tetrahydroisoquinolines,,,,,,440785.2416027942,372589.01109599613,386628.71400120965,7931498.926733225,6787407.97820752,7246543.450059253,466609.3459823929,405651.6963636769,461603.7204539304,9981209.988720285,7974226.583188205,7740946.443091512,9292473.167903498,8388850.423116248,8556549.793980254
Dihydrostrobiline,194.11803,6.087,,,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,,,,,315998.3756822021,327728.6849894755,333810.3060283223,326055.97165633313,304512.22469358204,345501.5982500848,377334.80714051734,378972.0148783431,386255.38018113945,507111.63928467984,452080.6272465515,490198.1183687685,401825.2254048885,365635.4426740576,360041.94212105375
2-carene-8-acetamide,194.15353,5.881,,,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,,,,,6440968.010063055,5423343.899193303,5961845.659743641,4540158.251579335,5093158.0839157915,4608235.970504872,6721905.30073473,5132821.71687829,5631288.22938698,6071038.031765714,6140999.655165074,6499803.798069213,5616808.667973429,6331466.5620469,5368818.185979671
Bipolamide B,194.15355,7.879,,,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,,,,,150478.56301189275,168619.75715665522,168132.83783145202,5275485.483063719,5923679.085652532,6639800.75628375,4413310.663657499,4203640.767566152,4716875.232776348,4095148.8360430202,4065027.221358562,4137877.6865984187,2341148.367016201,2436320.9969512476,2497491.546032552
Caffeine,195.08731,3.971,HMDB0001847,C07481,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,,,,,5440113.626607084,6254242.944842242,5198311.280550676,4661835.800713749,4895615.122187057,5401046.513099194,5735185.582224511,5575713.310121396,5915005.398654094,5216857.91385691,4286787.565909855,5280560.443233233,5260696.487683421,4370033.709714416,5188866.0866021635
Xanthoxylin,195.0874,8.511,HMDB0029645,C10726,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,46082311.09245059,40129980.7404298,44429362.107119605,45916998.59742164,42703489.57960586,40454029.0029725,46985872.34671733,42925467.82977639,40419346.72350628,44208573.344796844,44971045.13663284,46263277.278570294,45686499.92797403,46653268.52055579,44983010.8014702
4-Hexylresorcinol,195.12253,2.367,HMDB0032567,,Benzenoids,Phenols,Benzenediols,,,,,13887847.068407452,15018972.469252054,17329661.212340485,16794482.500471205,17377879.47639589,17040935.11313291,14792948.374545448,15672596.905861985,18188708.78959256,17682111.96400022,14213322.871577164,16598142.984422607,15355870.873690136,15968761.56759045,18849451.298719414
"(2e,4e,6e)-dodeca-2,4,6-trienoic acid",195.13818,7.833,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,5253102.740975583,4816089.24581015,4412602.914214267,8248040.632929043,9016014.515795141,9688676.695275817,4976095.567537125,4990268.9544365015,4929079.988026374,6558291.010506754,5992891.523085888,6996107.294407357,3598195.8115391675,4786232.249639555,3878039.100821278
"6,10-dimethylundeca-3,5-dien-2-one",195.17407,8.92,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,1186171.5313272648,1228242.9492393748,1475539.8244333607,876947.5821288235,780454.6790628707,915644.531708306,2967014.499518572,2662816.767071393,3096590.027410035,3833455.6564586316,3464718.1798658236,3626734.892675543,778199.965954571,819999.1540778737,817782.8375675556
"N-(2-methylpropyl)octa-2,4-dienamide",196.1696,6.037,,,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,,,,,10344165.796857877,9716398.64405101,10751561.629091114,9993720.03821621,9591321.347662117,11496190.924121667,9339163.5276608,10692737.20347932,10591288.81885988,10185094.079233058,10531210.073684232,10452134.287082715,9114045.711621525,10860636.366496889,11219578.951881588
"dodeca-2,4-dienimidic acid",196.16975,8.278,,,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,,,,,22292701.898081325,22101297.786310837,23780478.82560785,14269953.365450911,19119750.9684238,20798684.686125286,19174613.25798896,17767258.94207009,19405752.509940956,26523679.673423387,24645919.68000415,28236954.396572463,17870516.43078244,20331200.77931272,18896518.509904835
cis-stilbene oxide,197.09583,7.095,HMDB0059631,C16014,Phenylpropanoids and polyketides,Stilbenes,,,,,,945169.6316202258,774358.7660253643,829208.6827544097,1156338.699513655,1444272.4133906926,1416783.2400956522,820928.756531847,805561.629248523,856797.00441963,1015634.7470356565,1246255.3776865737,1200731.8652777697,835091.6889418645,768531.0490780988,873214.1433800366
Marinoquinoline G,197.1172,4.42,,,Organoheterocyclic compounds,Quinolines and derivatives,Pyrroloquinolines,,,,,617154.9661069915,657804.8168928344,775105.1315001738,299964.04926970165,302981.52915252844,339458.4132777698,268605.42696934857,230940.2110821049,258003.1710485464,422583.1045836331,417567.3674623106,397800.7270540564,221832.79865734023,209401.99009298664,239183.87644967306
4-Methoxy-6-pentyl-2H-pyran-2-one,197.11728,7.156,,,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,,,,,13159200.128763488,10276818.177520338,13096877.123716177,13510742.587312933,11509141.870286426,12004563.252400648,13407240.982262539,10105880.026122948,11950704.50161452,12012425.752497545,11883562.50157933,13365178.235923128,12766006.61186286,11357224.73866036,12619562.079476783
"(4e)-5,9-dimethyldeca-4,8-dienoic acid",197.15382,7.928,,,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,,,,,2713600.8059625137,2904662.2765436005,2391766.083493886,4616890.5545177,4597248.815168591,5436872.043313708,1195531.9116846672,1169340.6811383523,1298580.2931769802,2637349.2409775825,3190266.9292971767,2401899.2867252417,847217.2074594508,797968.0910640875,784524.9611764617
Asenjonamide B,198.14865,4.773,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,4056012.5522462414,3864144.1344020003,3886899.921351757,4919815.733085631,5444928.156678949,6766746.240235421,3500533.4004091024,3766615.256896094,3263782.551694803,4120559.986556795,4514486.526319581,4839948.664123624,3270945.719256594,3296172.0151743623,2966334.120569044
N-(n-octyl)-2-pyrrolidinone,198.18465,5.986,,,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,,,,,44342816.676027104,49122177.22389403,38771783.680078864,48437299.85524901,42163767.888132624,47898604.12661835,41633409.76352258,44045571.33712696,52842669.06935045,44564451.87508094,46759240.51647765,45191598.3684414,41302735.00821197,47870210.30725,47538930.884538025
N-Octyl-2-pyrrolidone,198.18538,8.431,,,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,,,,,61644292.19006635,64638642.14354246,66416969.446391165,48968511.61297491,58970261.99448133,54231608.72254374,54579793.35505265,49364138.79172565,51158038.13322171,64168483.43606343,61502684.27091758,62033335.33301899,48085264.32093103,52066085.14098989,49002491.56807906
Cadalene,199.14856,6.177,HMDB0059698,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,878107.1030716728,780302.5206179615,797080.9644103659,487615.95360036264,486753.21677185333,554362.3171277842,666710.3175044296,603951.549306205,678746.4647893655,704809.4971649821,600159.2197898575,741482.4935451605,676231.4513044538,733929.8642230474,800043.3682724986
ethyl-9-decenoate,199.16957,6.936,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,3902594.825874296,4157928.8037798726,4042314.603345831,2586599.987260448,2876336.859787958,2959079.3789515942,3267658.120819989,3554407.399746286,3421292.528433725,3803070.810778425,3846949.1781983804,4045007.4300231957,4160484.4035520237,3698444.330189143,3949027.1032588333
"2,5-Dimethyl-N-(2-phenylethyl)pyrrole",200.14323,4.64,,,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles,,,,,1767534.793341745,1601842.9587571954,1744208.4499010604,1513389.285338568,1571230.8819645182,1367348.5426969137,1515666.147729872,1314210.421184075,1422003.817086053,1558915.5482816133,1417714.4720611577,1394908.107657229,1425901.0323313642,1586316.3289884364,1571807.7066801996
"N,N-Dimethyldecanamide",200.20102,7.137,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,,,,,308115650.9105335,359148126.63963145,375714337.2498351,489346410.47772104,498010674.6722541,486497208.9500249,350402136.20861226,390972147.932792,380010925.2585956,411210792.3855646,385607313.0887374,403149667.0256978,274530501.1285848,310107684.34532946,288308965.0260856
dodecanamide,200.20105,7.061,HMDB0251566,C13831,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,,,,,13762016.75218293,15441439.079081846,16165376.378735218,10337375.625677647,11947133.442660417,10139532.45166194,10798034.439227996,13527556.667840447,12288250.082931558,18014537.42289357,15012850.088389825,16754453.038716614,11075051.912318284,10579457.872495202,11156131.895186516
"(7e)-4,7-dihydroxy-10-methyl-3,4,5,6,9,10-hexahydrooxecin-2-one",201.10944,3.405,,,Organoheterocyclic compounds,Oxocins,,,,,,328916.5755359749,391437.1057079605,419097.32415606495,489725.96917208296,431786.58662452456,407880.71030339255,387034.083387173,336561.54956700903,458685.9176458179,327624.136881481,377898.86723132373,457073.18698719534,448291.16003272217,452707.7900312369,449731.78873604076
8-propionyl caprylic acid,201.14886,4.891,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,1254014.3515719129,1289378.8618690073,1512528.4475590796,755050.4181435248,981692.6122596489,1139979.7194968264,1203389.9829506967,1123882.1377126495,871676.4853366537,1653692.4459309513,1351318.6382303871,1584033.3558386622,945795.5252054376,920780.980650589,1089829.7546439732
Calacorene,201.16341,6.292,HMDB0036453,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,1850594.639942155,2132201.3799143336,2111889.431143511,654203.4426507197,749656.6039470403,723812.5645022397,409857.8131295562,398758.60034121206,405307.0401292319,668332.422757085,746602.6649564179,737004.4177864974,329416.38981605804,360740.0546316616,418867.71765228023
Alpha-Corocalene,201.16345,7.654,HMDB0038204,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,10800905.450574005,11030390.839262154,10331003.360163845,527392.8846458707,595946.3539502072,565584.658003922,190882.85749801845,210984.31838140925,195877.9140205723,278700.46796856256,292745.58432158723,305274.2237098502,271153.9336429976,237641.2104955356,291300.2856614669
2-(2-methylpropyl)-5-phenyl-1H-imidazole,201.16348,8.751,,,Organoheterocyclic compounds,Azoles,Imidazoles,,,,,268079.35257014044,223173.73344862353,247589.03618123604,1171478.587044312,1052798.300524272,1364604.9774314163,296123.05303731497,284304.7556047975,248240.97115788766,783218.1660676992,784122.9225911406,714127.62554116,468725.16246612853,394832.529518153,504065.6367157186
